flown_key;customer_key;leg_origin_key;leg_dest_key;trip_origin_key;trip_dest_key;flight_key;fare_class_key;channel_key;fare;miles;minutes_late;ticket_number
87;77;20;10;20;11;21;10;7;132;697;0;7068
87;77;10;11;20;11;92;16;7;183;964;98;7068
81;77;18;3;18;3;15;6;14;177;929;41;4857
85;77;3;10;3;18;3;7;14;68;359;0;4857
85;77;10;18;3;18;82;14;14;372;1960;54;4857
86;77;15;17;15;17;15;6;4;215;1129;0;8242
90;77;17;10;17;15;3;11;4;192;1012;35;8242
90;77;10;15;17;15;76;15;4;118;620;0;8242
102;77;2;8;2;8;17;13;3;337;1773;0;4686
107;77;8;11;8;2;21;8;3;190;999;0;4686
107;77;11;2;8;2;85;6;3;69;363;81;4686
100;77;3;16;3;12;24;18;1;60;316;0;2980
100;77;16;12;3;12;99;13;1;365;1920;0;2980
109;77;12;17;12;3;21;2;1;123;645;0;2980
109;77;17;3;12;3;88;11;1;207;1091;0;2980
125;77;3;10;3;10;19;15;1;342;1799;0;4856
130;77;10;4;10;3;9;16;1;162;853;0;4856
130;77;4;3;10;3;92;19;1;111;584;0;4856
128;77;13;10;13;10;11;14;11;232;1222;0;5150
130;77;10;13;10;13;16;20;11;274;1444;0;5150
126;77;13;4;13;14;21;3;19;297;1564;92;8951
126;77;4;14;13;14;86;17;19;379;1994;0;8951
128;77;14;13;14;13;10;9;19;146;769;0;8951
141;77;4;19;4;2;14;4;12;130;682;0;5228
141;77;19;2;4;2;87;11;12;227;1193;0;5228
145;77;2;3;2;4;9;3;12;343;1807;0;5228
145;77;3;4;2;4;98;7;12;147;773;54;5228
157;77;11;15;11;3;4;19;3;376;1979;0;7503
157;77;15;3;11;3;96;12;3;327;1719;0;7503
161;77;3;18;3;11;13;4;3;32;168;0;7503
161;77;18;11;3;11;90;12;3;314;1654;0;7503
158;77;8;12;8;12;19;5;7;9;47;0;3692
168;77;12;4;12;8;23;5;7;164;864;0;3692
168;77;4;8;12;8;98;16;7;74;387;0;3692
169;77;9;6;9;6;6;3;14;45;237;0;907
171;77;6;9;6;9;8;16;14;270;1423;0;907
166;77;6;1;6;16;4;2;3;282;1485;0;8509
166;77;1;16;6;16;85;10;3;170;896;76;8509
174;77;16;3;16;6;12;7;3;168;884;0;8509
174;77;3;6;16;6;97;12;3;136;715;0;8509
171;77;7;15;7;15;3;5;13;86;455;0;9695
177;77;15;7;15;7;15;2;13;159;839;0;9695
7;78;13;18;13;18;1;18;8;192;1009;0;6100
13;78;18;16;18;13;2;20;8;211;1110;0;6100
13;78;16;13;18;13;83;19;8;279;1469;0;6100
21;78;6;5;6;10;14;8;2;154;809;0;2221
21;78;5;10;6;10;93;7;2;167;879;0;2221
25;78;10;6;10;6;5;20;2;354;1862;0;2221
23;78;15;1;15;1;18;8;12;96;503;0;4061
24;78;1;3;1;15;13;1;12;269;1416;0;4061
24;78;3;15;1;15;78;14;12;196;1033;0;4061
46;78;8;7;8;7;19;18;8;145;763;0;7562
49;78;7;14;7;8;23;5;8;228;1200;11;7562
49;78;14;8;7;8;83;9;8;114;600;0;7562
49;78;6;9;6;9;16;7;20;242;1275;18;1902
54;78;9;4;9;6;2;4;20;248;1303;0;1902
54;78;4;6;9;6;81;15;20;201;1056;0;1902
45;78;15;4;15;7;4;6;14;29;155;0;7814
45;78;4;7;15;7;97;2;14;289;1520;0;7814
54;78;7;11;7;15;15;4;14;81;428;0;7814
54;78;11;15;7;15;95;10;14;104;547;0;7814
64;78;7;16;7;9;4;5;19;297;1561;0;2769
64;78;16;9;7;9;96;20;19;77;404;0;2769
70;78;9;19;9;7;3;10;19;137;720;6;2769
70;78;19;7;9;7;89;19;19;107;561;96;2769
79;78;11;2;11;14;3;9;1;135;713;0;8502
79;78;2;14;11;14;78;11;1;273;1439;0;8502
80;78;14;11;14;11;9;5;1;358;1886;0;8502
71;78;17;12;17;12;1;15;17;230;1211;0;5485
79;78;12;9;12;17;13;20;17;166;873;0;5485
79;78;9;17;12;17;85;13;17;376;1979;0;5485
68;78;4;16;4;16;12;8;16;56;297;0;969
77;78;16;8;16;4;22;7;16;8;44;0;969
77;78;8;4;16;4;91;20;16;225;1182;0;969
89;78;15;8;15;8;6;4;7;1;6;0;3410
97;78;8;3;8;15;17;17;7;111;586;0;3410
97;78;3;15;8;15;98;19;7;8;44;0;3410
80;78;7;15;7;18;15;9;7;261;1376;0;1517
80;78;15;18;7;18;83;5;7;72;380;9;1517
85;78;18;16;18;7;24;4;7;166;876;0;1517
85;78;16;7;18;7;82;3;7;357;1877;0;1517
96;78;14;16;14;16;2;4;9;170;895;0;6224
100;78;16;20;16;14;21;9;9;354;1865;0;6224
100;78;20;14;16;14;90;14;9;311;1639;0;6224
113;78;16;9;16;4;19;1;15;204;1076;0;8661
113;78;9;4;16;4;91;11;15;339;1784;0;8661
117;78;4;9;4;16;12;13;15;110;580;0;8661
117;78;9;16;4;16;75;1;15;205;1078;0;8661
123;78;5;9;5;11;2;15;11;351;1849;0;7087
123;78;9;11;5;11;93;5;11;132;697;0;7087
129;78;11;9;11;5;13;19;11;181;950;0;7087
129;78;9;5;11;5;85;18;11;307;1614;0;7087
115;78;10;20;10;20;6;17;5;69;364;0;6040
119;78;20;10;20;10;8;20;5;91;477;0;6040
133;78;1;12;1;3;21;4;8;130;682;0;3065
133;78;12;3;1;3;93;8;8;6;32;0;3065
140;78;3;1;3;1;9;17;8;263;1385;0;3065
144;78;5;12;5;14;10;17;2;100;527;0;565
144;78;12;14;5;14;99;3;2;254;1338;0;565
147;78;14;1;14;5;24;4;2;378;1988;0;565
147;78;1;5;14;5;86;11;2;218;1146;0;565
149;78;2;4;2;4;7;20;17;364;1915;0;394
158;78;4;20;4;2;13;20;17;369;1944;0;394
158;78;20;2;4;2;99;7;17;234;1230;0;394
157;78;7;6;7;1;3;4;16;129;680;0;9679
157;78;6;1;7;1;94;17;16;96;503;0;9679
162;78;1;6;1;7;22;20;16;298;1569;0;9679
162;78;6;7;1;7;82;14;16;29;155;0;9679
170;78;9;3;9;3;14;7;17;209;1099;0;2081
171;78;3;11;3;9;15;16;17;372;1957;0;2081
171;78;11;9;3;9;89;16;17;190;1000;0;2081
159;78;11;15;11;13;14;15;14;316;1664;0;7688
159;78;15;13;11;13;85;17;14;255;1341;86;7688
166;78;13;17;13;11;15;9;14;260;1370;0;7688
166;78;17;11;13;11;86;13;14;216;1137;0;7688
181;78;7;18;7;1;11;10;3;60;318;0;6539
181;78;18;1;7;1;88;2;3;6;34;0;6539
181;78;5;20;5;12;21;11;18;246;1295;0;9644
181;78;20;12;5;12;85;18;18;110;581;23;9644
179;78;19;8;19;13;20;17;8;179;940;0;1374
179;78;8;13;19;13;82;1;8;48;255;0;1374
13;79;5;20;5;10;13;12;4;345;1818;0;9968
13;79;20;10;5;10;85;16;4;197;1036;70;9968
22;79;10;5;10;5;3;4;4;148;777;0;9968
35;79;5;10;5;7;19;2;4;132;693;12;4079
35;79;10;7;5;7;98;10;4;60;315;0;4079
38;79;7;4;7;5;12;4;4;11;56;0;4079
38;79;4;5;7;5;99;5;4;290;1526;0;4079
17;79;14;19;14;4;10;17;9;126;663;0;8940
17;79;19;4;14;4;97;2;9;179;944;0;8940
23;79;4;14;4;14;5;2;9;373;1962;0;8940
42;79;5;12;5;12;3;17;12;240;1263;0;37
52;79;12;5;12;5;1;20;12;91;480;0;37
41;79;14;13;14;13;19;15;13;318;1675;0;276
50;79;13;12;13;14;24;8;13;54;284;0;276
50;79;12;14;13;14;86;8;13;222;1169;0;276
46;79;18;12;18;3;12;20;17;70;367;0;8471
46;79;12;3;18;3;87;15;17;128;674;0;8471
49;79;3;18;3;18;7;19;17;131;689;94;8471
56;79;6;15;6;12;19;10;12;242;1272;0;3242
56;79;15;12;6;12;91;14;12;331;1744;0;3242
58;79;12;17;12;6;2;1;12;2;11;0;3242
58;79;17;6;12;6;97;17;12;16;82;0;3242
51;79;13;12;13;12;20;17;17;72;381;0;1087
52;79;12;19;12;13;19;13;17;109;573;0;1087
52;79;19;13;12;13;83;1;17;282;1485;0;1087
79;79;2;10;2;1;15;12;9;67;351;0;2897
79;79;10;1;2;1;82;5;9;294;1546;0;2897
84;79;1;2;1;2;10;9;9;133;700;0;2897
75;79;9;20;9;20;11;12;20;265;1394;0;7519
80;79;20;5;20;9;12;15;20;145;762;0;7519
80;79;5;9;20;9;93;13;20;347;1826;0;7519
100;79;19;4;19;4;4;5;4;297;1562;0;1123
109;79;4;19;4;19;3;14;4;307;1615;0;1123
83;79;11;14;11;16;20;6;20;166;875;0;1972
83;79;14;16;11;16;80;10;20;329;1733;0;1972
87;79;16;11;16;11;13;15;20;92;486;35;1972
106;79;10;8;10;8;12;20;2;272;1431;0;5287
110;79;8;10;8;10;3;19;2;314;1655;0;5287
119;79;19;8;19;8;12;4;15;8;42;0;7959
125;79;8;1;8;19;10;20;15;104;545;0;7959
125;79;1;19;8;19;83;19;15;128;672;0;7959
129;79;8;7;8;7;14;16;9;317;1669;0;5750
135;79;7;8;7;8;10;7;9;177;931;0;5750
114;79;10;18;10;18;7;1;3;28;149;0;4285
117;79;18;10;18;10;17;13;3;96;507;0;4285
126;79;1;17;1;17;5;8;14;21;108;32;5546
132;79;17;18;17;1;24;15;14;307;1618;0;5546
132;79;18;1;17;1;80;15;14;286;1506;0;5546
132;79;15;4;15;4;2;1;8;141;744;58;5930
141;79;4;11;4;15;25;13;8;133;702;0;5930
141;79;11;15;4;15;77;20;8;305;1604;0;5930
137;79;8;14;8;14;13;12;14;98;515;0;1548
138;79;14;8;14;8;14;10;14;230;1211;0;1548
146;79;19;9;19;9;19;6;7;337;1774;0;1496
156;79;9;19;9;19;11;17;7;96;507;0;1496
156;79;1;9;1;18;24;19;10;200;1055;53;2952
156;79;9;18;1;18;75;9;10;158;833;0;2952
160;79;18;13;18;1;22;4;10;229;1205;0;2952
160;79;13;1;18;1;96;18;10;276;1450;0;2952
174;79;13;2;13;2;12;7;18;228;1201;0;4560
180;79;2;13;2;13;19;16;18;361;1900;0;4560
183;79;13;10;13;17;1;2;4;256;1346;0;5383
183;79;10;17;13;17;90;11;4;330;1736;0;5383
174;79;3;16;3;16;16;5;15;59;310;0;4866
182;79;16;20;16;3;16;15;15;102;537;0;4866
182;79;20;3;16;3;83;19;15;6;33;0;4866
21;80;8;1;8;4;24;17;19;334;1756;27;7161
21;80;1;4;8;4;77;19;19;82;431;0;7161
24;80;4;13;4;8;2;8;19;1;5;0;7161
24;80;13;8;4;8;81;3;19;141;742;0;7161
32;80;11;20;11;20;3;17;10;275;1446;0;5520
39;80;20;11;20;11;20;18;10;30;160;19;5520
23;80;14;9;14;9;12;2;4;265;1397;0;1664
33;80;9;14;9;14;9;7;4;104;545;0;1664
52;80;14;8;14;11;4;13;14;19;101;0;6170
52;80;8;11;14;11;95;17;14;165;870;0;6170
54;80;11;14;11;14;2;16;14;64;336;0;6170
58;80;18;5;18;2;8;1;16;270;1421;0;1789
58;80;5;2;18;2;95;1;16;145;765;0;1789
66;80;2;1;2;18;10;5;16;255;1342;0;1789
66;80;1;18;2;18;98;17;16;254;1335;0;1789
66;80;12;14;12;20;22;4;18;244;1286;0;3920
66;80;14;20;12;20;98;20;18;17;90;0;3920
68;80;20;16;20;12;12;6;18;370;1947;0;3920
68;80;16;12;20;12;79;1;18;66;348;0;3920
62;80;12;10;12;7;21;4;17;87;456;0;382
62;80;10;7;12;7;98;7;17;333;1755;56;382
71;80;7;20;7;12;17;3;17;133;700;0;382
71;80;20;12;7;12;97;2;17;223;1172;0;382
67;80;2;5;2;5;3;5;15;157;824;0;4626
70;80;5;2;5;2;19;12;15;348;1831;0;4626
63;80;7;18;7;5;12;1;3;374;1967;49;1348
63;80;18;5;7;5;93;11;3;287;1511;85;1348
69;80;5;4;5;7;3;3;3;259;1363;0;1348
69;80;4;7;5;7;81;20;3;67;355;0;1348
78;80;7;10;7;6;22;9;14;54;284;0;2159
78;80;10;6;7;6;92;8;14;367;1934;0;2159
82;80;6;20;6;7;1;18;14;57;300;0;2159
82;80;20;7;6;7;99;10;14;58;307;0;2159
73;80;19;17;19;4;19;9;8;132;693;0;5809
73;80;17;4;19;4;87;11;8;76;399;0;5809
75;80;4;10;4;19;21;13;8;222;1169;0;5809
75;80;10;19;4;19;81;17;8;67;350;0;5809
90;80;5;9;5;9;11;1;20;120;629;0;9471
91;80;9;5;9;5;11;5;20;36;189;0;9471
90;80;11;2;11;13;24;15;5;271;1427;0;4405
90;80;2;13;11;13;84;13;5;136;717;0;4405
95;80;13;11;13;11;7;8;5;189;994;0;4405
98;80;2;6;2;10;19;15;5;357;1879;0;8619
98;80;6;10;2;10;77;12;5;47;246;0;8619
107;80;10;2;10;2;14;18;5;241;1271;0;8619
126;80;14;7;14;9;20;7;12;330;1739;0;2462
126;80;7;9;14;9;94;15;12;359;1889;0;2462
130;80;9;14;9;14;7;12;12;352;1854;0;2462
115;80;18;9;18;13;11;1;5;313;1646;0;7273
115;80;9;13;18;13;76;12;5;285;1499;0;7273
123;80;13;2;13;18;22;10;5;327;1721;0;7273
123;80;2;18;13;18;92;12;5;124;653;0;7273
136;80;10;19;10;19;8;11;12;283;1492;0;732
141;80;19;3;19;10;2;6;12;183;965;0;732
141;80;3;10;19;10;89;17;12;284;1497;0;732
146;80;16;13;16;1;7;3;19;170;897;1;5575
146;80;13;1;16;1;98;8;19;160;840;0;5575
155;80;1;4;1;16;12;19;19;218;1145;0;5575
155;80;4;16;1;16;75;20;19;132;693;0;5575
132;80;13;19;13;16;7;6;15;69;364;0;5549
132;80;19;16;13;16;83;20;15;8;41;0;5549
134;80;16;13;16;13;3;9;15;311;1638;0;5549
151;80;19;3;19;20;25;9;11;240;1263;0;9496
151;80;3;20;19;20;96;2;11;57;299;0;9496
153;80;20;19;20;19;10;12;11;266;1401;0;9496
143;80;4;9;4;13;25;13;20;119;624;43;3564
143;80;9;13;4;13;91;3;20;375;1974;0;3564
144;80;13;4;13;4;11;16;20;203;1067;0;3564
178;80;14;20;14;13;9;18;16;12;63;0;9069
178;80;20;13;14;13;82;1;16;129;679;80;9069
183;80;13;14;13;14;18;6;16;150;788;0;9069
169;80;13;14;13;16;17;1;9;179;943;0;3439
169;80;14;16;13;16;82;15;9;293;1542;0;3439
173;80;16;3;16;13;12;11;9;212;1114;0;3439
173;80;3;13;16;13;90;15;9;49;260;0;3439
175;80;12;5;12;14;2;3;1;14;72;0;4100
175;80;5;14;12;14;88;7;1;227;1195;0;4100
182;80;14;1;14;12;23;15;1;207;1089;0;4100
182;80;1;12;14;12;93;7;1;139;730;0;4100
177;80;17;18;17;18;1;1;14;240;1264;0;1998
177;80;3;2;3;8;4;13;14;320;1685;0;4433
177;80;2;8;3;8;92;15;14;330;1739;0;4433
178;80;8;3;8;3;5;15;14;372;1956;0;4433
17;81;7;18;7;18;5;13;7;326;1718;0;9500
24;81;18;1;18;7;25;19;7;144;758;0;9500
24;81;1;7;18;7;77;12;7;345;1817;0;9500
18;81;7;6;7;1;9;9;9;298;1570;0;8162
18;81;6;1;7;1;90;1;9;238;1255;0;8162
23;81;1;7;1;7;10;13;9;54;283;0;8162
37;81;14;9;14;9;4;1;15;153;803;0;8519
46;81;9;15;9;14;15;9;15;268;1412;0;8519
46;81;15;14;9;14;82;18;15;112;591;0;8519
45;81;15;9;15;3;23;12;1;33;172;0;8717
45;81;9;3;15;3;91;5;1;154;813;0;8717
47;81;3;16;3;15;6;18;1;129;681;0;8717
47;81;16;15;3;15;86;19;1;362;1907;0;8717
53;81;6;5;6;5;14;13;14;340;1791;0;1522
54;81;5;6;5;6;4;7;14;34;177;0;1522
49;81;20;17;20;17;19;17;3;314;1650;0;6627
51;81;17;3;17;20;5;6;3;96;504;0;6627
51;81;3;20;17;20;86;13;3;184;968;0;6627
56;81;15;11;15;11;8;11;8;187;982;0;2727
57;81;11;17;11;15;2;2;8;186;977;0;2727
57;81;17;15;11;15;93;8;8;191;1004;0;2727
72;81;13;16;13;16;4;11;7;131;691;0;6985
75;81;16;5;16;13;14;5;7;82;433;0;6985
75;81;5;13;16;13;99;13;7;358;1885;0;6985
82;81;12;19;12;19;19;14;2;58;306;0;8169
90;81;19;12;19;12;10;6;2;258;1358;0;8169
84;81;10;5;10;5;8;1;19;151;796;0;6705
90;81;5;15;5;10;21;2;19;128;673;0;6705
90;81;15;10;5;10;82;7;19;307;1617;0;6705
72;81;2;6;2;6;15;9;7;233;1226;0;7372
79;81;6;2;6;2;10;9;7;287;1512;0;7372
82;81;12;9;12;1;8;8;13;231;1216;0;3936
82;81;9;1;12;1;94;1;13;219;1155;0;3936
89;81;1;18;1;12;1;12;13;336;1768;0;3936
89;81;18;12;1;12;90;3;13;214;1128;0;3936
91;81;17;5;17;5;19;20;11;140;737;0;4765
99;81;5;4;5;17;25;13;11;365;1919;81;4765
99;81;4;17;5;17;99;6;11;178;935;0;4765
108;81;13;5;13;18;7;8;7;376;1977;0;587
108;81;5;18;13;18;97;8;7;77;405;0;587
117;81;18;13;18;13;13;10;7;144;759;0;587
107;81;4;13;4;13;13;18;5;214;1127;0;8572
108;81;13;3;13;4;4;10;5;374;1968;0;8572
108;81;3;4;13;4;98;17;5;37;193;0;8572
126;81;18;13;18;2;24;13;15;116;611;0;8657
126;81;13;2;18;2;83;3;15;54;282;0;8657
128;81;2;12;2;18;14;8;15;215;1132;0;8657
128;81;12;18;2;18;84;8;15;213;1123;0;8657
140;81;13;8;13;12;10;7;13;117;616;78;8195
140;81;8;12;13;12;80;8;13;76;398;0;8195
146;81;12;20;12;13;15;14;13;235;1237;0;8195
146;81;20;13;12;13;81;7;13;266;1398;0;8195
145;81;8;3;8;13;7;2;9;212;1117;0;2631
145;81;3;13;8;13;84;19;9;52;275;0;2631
154;81;13;8;13;8;1;15;9;287;1508;0;2631
140;81;20;15;20;15;12;20;9;165;869;0;1405
146;81;15;20;15;20;12;5;9;294;1546;0;1405
139;81;1;4;1;15;18;2;8;375;1975;82;9419
139;81;4;15;1;15;91;12;8;224;1180;0;9419
146;81;15;20;15;1;7;12;8;15;78;0;9419
146;81;20;1;15;1;97;15;8;195;1024;0;9419
168;81;9;17;9;17;14;15;10;358;1884;0;290
173;81;17;9;17;9;16;15;10;86;453;0;290
152;81;11;9;11;19;3;6;2;146;771;0;7225
152;81;9;19;11;19;84;3;2;141;743;0;7225
155;81;19;13;19;11;7;3;2;193;1018;0;7225
155;81;13;11;19;11;98;3;2;236;1241;0;7225
169;81;4;13;4;13;11;19;4;140;736;0;469
174;81;13;15;13;4;13;14;4;102;539;0;469
174;81;15;4;13;4;76;16;4;14;75;0;469
179;81;16;19;16;19;11;14;10;347;1828;0;5650
184;81;19;16;19;16;19;16;10;30;160;0;5650
27;82;7;9;7;12;15;8;1;107;564;0;6902
27;82;9;12;7;12;92;8;1;60;317;0;6902
30;82;12;7;12;7;14;4;1;351;1848;0;6902
21;82;20;6;20;6;10;5;11;50;263;0;4434
30;82;6;1;6;20;8;8;11;353;1858;0;4434
30;82;1;20;6;20;85;12;11;268;1409;0;4434
23;82;19;12;19;12;15;14;17;257;1350;0;288
26;82;12;3;12;19;23;19;17;184;966;0;288
26;82;3;19;12;19;98;20;17;213;1122;0;288
47;82;13;5;13;18;11;19;11;339;1782;0;860
47;82;5;18;13;18;94;20;11;370;1949;0;860
56;82;18;16;18;13;7;14;11;183;965;0;860
56;82;16;13;18;13;91;18;11;190;1001;13;860
47;82;20;5;20;5;14;19;17;302;1590;86;9013
48;82;5;20;5;20;6;10;17;143;754;0;9013
54;82;19;14;19;14;2;3;12;287;1512;0;3318
55;82;14;3;14;19;2;7;12;233;1226;0;3318
55;82;3;19;14;19;91;11;12;376;1978;0;3318
66;82;1;6;1;6;18;16;3;23;120;0;8370
73;82;6;10;6;1;8;11;3;140;738;0;8370
73;82;10;1;6;1;97;13;3;136;718;0;8370
56;82;13;20;13;20;20;17;6;334;1760;0;4851
58;82;20;13;20;13;8;12;6;36;190;0;4851
72;82;19;20;19;3;19;10;9;376;1981;0;3200
72;82;20;3;19;3;87;16;9;167;880;0;3200
79;82;3;19;3;19;19;5;9;113;596;0;3200
89;82;6;5;6;19;7;17;12;21;108;0;213
89;82;5;19;6;19;90;11;12;69;363;0;213
99;82;19;8;19;6;2;7;12;185;973;0;213
99;82;8;6;19;6;79;13;12;59;308;0;213
74;82;12;9;12;9;15;16;17;295;1553;0;9584
83;82;9;7;9;12;11;6;17;208;1093;0;9584
83;82;7;12;9;12;91;6;17;168;883;0;9584
79;82;11;9;11;9;19;2;3;26;137;0;5459
84;82;9;11;9;11;3;12;3;212;1114;84;5459
88;82;14;16;14;16;9;14;10;170;894;0;3843
97;82;16;14;16;14;19;18;10;175;919;0;3843
118;82;11;9;11;12;16;11;13;135;713;0;9309
118;82;9;12;11;12;98;12;13;346;1820;0;9309
127;82;12;1;12;11;6;5;13;103;541;0;9309
127;82;1;11;12;11;84;14;13;173;912;0;9309
100;82;12;6;12;6;15;14;14;177;931;0;4898
110;82;6;12;6;12;5;5;14;303;1595;0;4898
117;82;13;18;13;18;4;6;7;131;692;67;8633
121;82;18;13;18;13;15;5;7;32;170;0;8633
137;82;13;15;13;15;9;17;8;68;356;0;5690
140;82;15;4;15;13;22;16;8;14;75;0;5690
140;82;4;13;15;13;77;20;8;17;92;0;5690
124;82;12;7;12;13;22;20;6;98;516;0;7254
124;82;7;13;12;13;77;2;6;287;1513;77;7254
133;82;13;6;13;12;10;4;6;3;17;0;7254
133;82;6;12;13;12;86;4;6;353;1856;0;7254
138;82;2;12;2;12;11;5;5;299;1573;0;321
148;82;12;2;12;2;19;12;5;279;1466;0;321
163;82;20;10;20;10;1;1;2;271;1425;0;2360
168;82;10;20;10;20;16;5;2;36;192;0;2360
166;82;6;18;6;16;2;13;20;92;482;0;5178
166;82;18;16;6;16;79;14;20;108;571;0;5178
175;82;16;6;16;6;15;14;20;179;940;0;5178
155;82;17;2;17;2;1;11;17;327;1722;0;7328
163;82;2;17;2;17;19;19;17;56;293;0;7328
180;82;14;4;14;5;11;2;16;32;167;0;4777
180;82;4;5;14;5;83;18;16;303;1595;0;4777
175;82;10;11;10;11;17;9;17;49;259;85;9608
180;82;11;15;11;10;19;20;17;69;363;0;9608
180;82;15;10;11;10;95;15;17;10;54;0;9608
183;82;11;9;11;9;9;9;8;201;1058;0;5375
22;83;9;10;9;2;6;11;4;192;1011;0;7147
22;83;10;2;9;2;77;10;4;93;487;0;7147
27;83;2;13;2;9;14;15;4;240;1264;0;7147
27;83;13;9;2;9;87;2;4;51;271;0;7147
22;83;9;20;9;20;10;5;8;253;1329;0;3336
27;83;20;9;20;9;6;17;8;113;593;0;3336
43;83;16;3;16;3;11;1;5;193;1016;0;6041
49;83;3;14;3;16;1;20;5;311;1635;0;6041
49;83;14;16;3;16;88;3;5;312;1644;44;6041
49;83;17;10;17;18;8;12;9;211;1108;16;225
49;83;10;18;17;18;90;1;9;56;293;0;225
53;83;18;11;18;17;20;13;9;205;1079;0;225
53;83;11;17;18;17;80;6;9;231;1216;39;225
50;83;2;4;2;3;2;10;9;160;842;0;503
50;83;4;3;2;3;98;5;9;30;156;0;503
56;83;3;20;3;2;25;6;9;153;807;0;503
56;83;20;2;3;2;88;10;9;357;1877;0;503
62;83;8;15;8;15;10;18;13;92;486;0;6293
67;83;15;5;15;8;21;20;13;93;488;0;6293
67;83;5;8;15;8;95;7;13;246;1297;0;6293
61;83;19;12;19;12;20;4;10;9;48;0;1992
63;83;12;19;12;19;3;1;10;341;1793;0;1992
59;83;11;2;11;19;1;6;16;276;1455;89;9717
59;83;2;19;11;19;78;13;16;229;1207;0;9717
69;83;19;6;19;11;8;2;16;247;1302;0;9717
69;83;6;11;19;11;90;12;16;11;59;72;9717
83;83;8;11;8;10;13;16;18;243;1279;0;3496
83;83;11;10;8;10;75;9;18;146;768;0;3496
90;83;10;9;10;8;7;12;18;312;1642;0;3496
90;83;9;8;10;8;84;14;18;13;68;0;3496
69;83;5;12;5;12;12;20;11;51;267;0;4145
77;83;12;18;12;5;4;8;11;149;786;0;4145
77;83;18;5;12;5;88;1;11;352;1853;0;4145
89;83;19;13;19;16;18;10;7;188;992;0;2837
89;83;13;16;19;16;84;6;7;250;1315;0;2837
91;83;16;19;16;19;16;8;7;39;207;0;2837
100;83;18;11;18;11;7;19;1;199;1049;55;3184
106;83;11;18;11;18;20;17;1;89;467;0;3184
112;83;5;4;5;16;16;7;6;136;717;0;4435
112;83;4;16;5;16;98;5;6;279;1471;0;4435
116;83;16;2;16;5;25;4;6;231;1214;0;4435
116;83;2;5;16;5;77;18;6;325;1711;12;4435
106;83;17;4;17;18;22;6;4;174;917;31;451
106;83;4;18;17;18;75;12;4;62;325;0;451
111;83;18;17;18;17;19;17;4;324;1704;0;451
101;83;9;1;9;1;5;17;4;171;902;0;9520
106;83;1;9;1;9;8;17;4;378;1990;0;9520
111;83;16;2;16;2;6;1;7;29;152;0;4641
116;83;2;5;2;16;5;20;7;29;151;0;4641
116;83;5;16;2;16;92;19;7;241;1267;0;4641
114;83;13;7;13;10;13;8;5;54;282;0;5246
114;83;7;10;13;10;81;3;5;238;1251;0;5246
117;83;10;13;10;13;4;3;5;106;557;0;5246
129;83;11;10;11;14;12;14;13;337;1775;0;3886
129;83;10;14;11;14;89;6;13;136;716;0;3886
137;83;14;11;14;11;7;10;13;84;443;0;3886
136;83;10;2;10;2;19;17;8;16;82;0;9808
137;83;2;10;2;10;16;1;8;101;529;0;9808
136;83;7;14;7;14;6;10;18;260;1369;0;9535
146;83;14;7;14;7;5;1;18;165;868;0;9535
165;83;7;10;7;17;15;8;8;297;1561;0;7535
165;83;10;17;7;17;80;5;8;107;561;0;7535
174;83;17;7;17;7;14;11;8;44;230;0;7535
162;83;17;7;17;7;2;16;6;95;499;74;7589
169;83;7;5;7;17;20;6;6;63;329;0;7589
169;83;5;17;7;17;96;2;6;78;412;0;7589
161;83;19;6;19;6;16;20;5;89;468;0;2325
170;83;6;19;6;19;12;14;5;66;347;0;2325
172;83;17;14;17;12;9;2;8;154;812;0;1849
172;83;14;12;17;12;93;3;8;63;333;24;1849
174;83;12;17;12;17;16;1;8;315;1659;0;1849
177;83;9;18;9;10;24;2;20;20;107;0;8271
177;83;18;10;9;10;88;8;20;93;487;0;8271
184;83;10;8;10;9;7;4;20;118;622;0;8271
184;83;8;9;10;9;89;15;20;130;686;0;8271
25;84;5;10;5;13;10;11;10;42;223;0;3440
25;84;10;13;5;13;84;19;10;223;1174;0;3440
26;84;13;19;13;5;8;7;10;329;1732;0;3440
26;84;19;5;13;5;96;2;10;363;1913;0;3440
21;84;7;15;7;15;15;14;6;264;1392;0;6788
30;84;15;17;15;7;3;15;6;58;306;0;6788
30;84;17;7;15;7;99;1;6;76;400;0;6788
43;84;1;20;1;6;13;19;19;244;1284;0;7729
43;84;20;6;1;6;89;6;19;14;76;0;7729
46;84;6;10;6;1;22;8;19;260;1368;65;7729
46;84;10;1;6;1;95;20;19;252;1326;0;7729
51;84;14;4;14;17;8;12;7;366;1927;0;9003
51;84;4;17;14;17;89;6;7;328;1724;0;9003
58;84;17;10;17;14;18;13;7;67;353;0;9003
58;84;10;14;17;14;94;13;7;238;1252;0;9003
50;84;2;18;2;11;9;13;13;259;1362;0;9104
50;84;18;11;2;11;81;10;13;64;335;0;9104
57;84;11;8;11;2;23;13;13;115;607;0;9104
57;84;8;2;11;2;96;14;13;17;87;0;9104
49;84;18;6;18;16;1;4;15;177;932;37;1550
49;84;6;16;18;16;99;17;15;322;1693;0;1550
59;84;16;18;16;18;13;9;15;159;838;0;1550
53;84;13;16;13;8;1;18;2;151;796;0;9998
53;84;16;8;13;8;90;9;2;111;584;0;9998
